Date,Open BAJAJ-AUTO.NS,Open HDFCBANK.NS,Open HEROMOTOCO.NS,Open ICICIBANK.NS,Open PNB.NS,Open TATAMOTORS.NS,High BAJAJ-AUTO.NS,High HDFCBANK.NS,High HEROMOTOCO.NS,High ICICIBANK.NS,High PNB.NS,High TATAMOTORS.NS,Low BAJAJ-AUTO.NS,Low HDFCBANK.NS,Low HEROMOTOCO.NS,Low ICICIBANK.NS,Low PNB.NS,Low TATAMOTORS.NS,Close BAJAJ-AUTO.NS,Close HDFCBANK.NS,Close HEROMOTOCO.NS,Close ICICIBANK.NS,Close PNB.NS,Close TATAMOTORS.NS
2000-01-03,,16.600000381469727,,,,39.74418640136719,,17.0,,,,41.63174819946289,,16.600000381469727,,,,39.74418640136719,,17.0,,,,41.53593063354492
2000-01-04,,18.200000762939453,,,,41.583839416503906,,18.344999313354492,,,,41.96710205078125,,17.100000381469727,,,,39.47590255737305,,17.3799991607666,,,,39.897491455078125
2000-01-05,,17.0,,,,37.176334381103516,,17.389999389648438,,,,41.737144470214844,,16.5,,,,37.176334381103516,,16.69499969482422,,,,40.86522674560547
2000-01-06,,16.799999237060547,,,,41.20057678222656,,17.0,,,,44.05587387084961,,16.530000686645508,,,,41.20057678222656,,16.829999923706055,,,,42.5611572265625
2000-01-07,,16.21500015258789,,,,42.925254821777344,,17.100000381469727,,,,45.9721794128418,,16.21500015258789,,,,42.752784729003906,,16.834999084472656,,,,45.9721794128418
2000-01-10,,17.290000915527344,,,,49.63232421875,,17.950000762939453,,,,49.6514892578125,,16.5,,,,47.52438735961914,,16.59000015258789,,,,49.603580474853516
2000-01-11,,16.649999618530273,,,,49.82395553588867,,16.790000915527344,,,,49.82395553588867,,15.699999809265137,,,,45.63682556152344,,16.34000015258789,,,,45.63682556152344
2000-01-12,,16.375,,,,45.9913444519043,,16.795000076293945,,,,47.14112854003906,,16.229999542236328,,,,43.88340759277344,,16.545000076293945,,,,46.039249420166016
2000-01-13,,16.989999771118164,,,,46.56623458862305,,16.989999771118164,,,,46.94949722290039,,16.5,,,,44.38164520263672,,16.510000228881836,,,,45.119422912597656
2000-01-14,,16.799999237060547,,,,45.02360916137695,,16.799999237060547,,,,46.56623458862305,,16.399999618530273,,,,44.64992904663086,,16.545000076293945,,,,45.809295654296875
2000-01-17,,17.399999618530273,,,,46.55665588378906,,17.8700008392334,,,,49.45985794067383,,17.204999923706055,,,,46.55665588378906,,17.8700008392334,,,,48.03220748901367
2000-01-18,,17.8700008392334,,,,48.099281311035156,,17.8700008392334,,,,48.38672637939453,,16.454999923706055,,,,46.95907974243164,,16.56999969482422,,,,47.52438735961914
2000-01-19,,17.200000762939453,,,,48.099281311035156,,17.899999618530273,,,,49.421531677246094,,17.200000762939453,,,,46.48958206176758,,17.899999618530273,,,,48.00346374511719
2000-01-20,,18.479999542236328,,,,47.907649993896484,,18.479999542236328,,,,47.907649993896484,,17.600000381469727,,,,44.76490783691406,,17.860000610351562,,,,45.16733169555664
2000-01-21,,17.600000381469727,,,,44.094200134277344,,19.200000762939453,,,,44.8032341003418,,17.209999084472656,,,,43.21269989013672,,18.815000534057617,,,,44.49662399291992
2000-01-24,,19.8799991607666,,,,44.075035095214844,,20.31999969482422,,,,45.205657958984375,,19.299999237060547,,,,40.94187545776367,,20.05500030517578,,,,40.94187545776367
2000-01-25,,19.899999618530273,,,,38.3931884765625,,21.65999984741211,,,,39.26511001586914,,19.899999618530273,,,,37.67457580566406,,21.65999984741211,,,,37.67457580566406
2000-01-26,,21.65999984741211,,,,37.67457580566406,,21.65999984741211,,,,37.67457580566406,,21.65999984741211,,,,37.67457580566406,,21.65999984741211,,,,37.67457580566406
2000-01-27,,22.399999618530273,,,,36.409812927246094,,23.395000457763672,,,,36.98470687866211,,22.125,,,,34.66597366333008,,22.969999313354492,,,,34.66597366333008
2000-01-28,,23.0,,,,32.76883316040039,,23.299999237060547,,,,34.87677001953125,,22.399999618530273,,,,32.261009216308594,,22.790000915527344,,,,33.57368087768555
2000-01-31,,23.010000228881836,,,,32.797576904296875,,24.614999771118164,,,,36.16069412231445,,23.010000228881836,,,,32.58678436279297,,23.774999618530273,,,,34.43601989746094
2000-02-01,,23.600000381469727,,,,34.474342346191406,,24.399999618530273,,,,35.4324951171875,,23.5,,,,32.9796257019043,,24.094999313354492,,,,33.59284210205078
2000-02-02,,26.020000457763672,,,,35.26002883911133,,26.024999618530273,,,,35.815757751464844,,23.899999618530273,,,,34.17731857299805,,24.399999618530273,,,,34.51266860961914
2000-02-03,,24.399999618530273,,,,34.493507385253906,,25.0,,,,34.828861236572266,,22.450000762939453,,,,33.87070846557617,,22.594999313354492,,,,33.985687255859375
2000-02-04,,22.9950008392334,,,,34.301876068115234,,23.200000762939453,,,,34.483924865722656,,21.75,,,,33.113765716552734,,22.895000457763672,,,,34.292293548583984
2000-02-07,,23.5,,,,34.12940979003906,,24.729999542236328,,,,34.97258377075195,,23.0,,,,33.60242462158203,,24.670000076293945,,,,34.07191848754883
2000-02-08,,25.0,,,,34.301876068115234,,25.3799991607666,,,,35.4324951171875,,24.010000228881836,,,,33.82279968261719,,25.075000762939453,,,,34.60848617553711
2000-02-09,,25.5,,,,35.64329147338867,,26.100000381469727,,,,36.79307556152344,,24.610000610351562,,,,34.87677001953125,,25.25,,,,35.19295883178711
2000-02-10,,25.0,,,,35.4324951171875,,26.200000762939453,,,,35.4324951171875,,24.825000762939453,,,,34.493507385253906,,25.174999237060547,,,,34.70429992675781
2000-02-11,,25.510000228881836,,,,35.240867614746094,,25.899999618530273,,,,35.413333892822266,,23.165000915527344,,,,32.01189041137695,,23.209999084472656,,,,32.529293060302734
2000-02-14,,23.5,,,,32.57720184326172,,23.5,,,,32.57720184326172,,22.014999389648438,,,,29.93269920349121,,23.344999313354492,,,,30.239307403564453
2000-02-15,,23.399999618530273,,,,30.287216186523438,,23.5,,,,32.38557052612305,,22.510000228881836,,,,29.894372940063477,,22.760000228881836,,,,31.77235221862793
2000-02-16,,24.489999771118164,,,,32.92213439941406,,24.584999084472656,,,,32.92213439941406,,23.0,,,,31.456161499023438,,24.584999084472656,,,,31.590303421020508
2000-02-17,,25.770000457763672,,,,31.619047164916992,,25.770000457763672,,,,32.96046447753906,,24.815000534057617,,,,31.350765228271484,,25.040000915527344,,,,31.877750396728516
2000-02-18,,25.100000381469727,,,,31.810678482055664,,25.299999237060547,,,,32.00231170654297,,23.899999618530273,,,,29.329063415527344,,24.260000228881836,,,,29.5494384765625
2000-02-21,,24.325000762939453,,,,28.74458885192871,,24.799999237060547,,,,31.91607666015625,,23.510000228881836,,,,28.74458885192871,,23.614999771118164,,,,31.91607666015625
2000-02-22,,23.604999542236328,,,,33.324562072753906,,24.0,,,,34.474342346191406,,21.729999542236328,,,,32.63468933105469,,21.7549991607666,,,,34.474342346191406
2000-02-23,,22.600000381469727,,,,36.39065170288086,,23.489999771118164,,,,37.176334381103516,,21.75,,,,31.85858726501465,,21.94499969482422,,,,32.203521728515625
2000-02-24,,22.200000762939453,,,,32.74966812133789,,23.0,,,,33.51618957519531,,21.549999237060547,,,,31.801097869873047,,22.700000762939453,,,,32.6251106262207
2000-02-25,,22.9950008392334,,,,33.42995834350586,,23.399999618530273,,,,35.240867614746094,,22.200000762939453,,,,31.91607666015625,,22.700000762939453,,,,35.04923629760742
2000-02-28,,22.985000610351562,,,,35.26002883911133,,23.0,,,,35.26002883911133,,22.0,,,,33.36288833618164,,22.7549991607666,,,,34.69472122192383
2000-02-29,,22.799999237060547,,,,34.503089904785156,,23.899999618530273,,,,35.145050048828125,,20.950000762939453,,,,31.925657272338867,,21.68000030517578,,,,31.925657272338867
2000-03-01,,21.799999237060547,,,,32.00231170654297,,23.415000915527344,,,,32.96046447753906,,21.799999237060547,,,,29.511112213134766,,23.415000915527344,,,,30.20098114013672
2000-03-02,,25.0,,,,31.23578643798828,,25.290000915527344,,,,31.3795108795166,,25.0,,,,27.930158615112305,,25.290000915527344,,,,28.131370544433594
2000-03-03,,27.315000534057617,,,,26.25339126586914,,27.315000534057617,,,,27.1923828125,,27.315000534057617,,,,25.889293670654297,,27.315000534057617,,,,25.889293670654297
2000-03-06,,29.4950008392334,,,,26.809120178222656,,29.5,,,,27.96848487854004,,25.5,,,,26.080923080444336,,26.604999542236328,,,,26.5887451171875
2000-03-07,,26.5,,,,24.911977767944336,,26.790000915527344,,,,26.751630783081055,,25.5,,,,24.911977767944336,,25.81999969482422,,,,25.314401626586914
2000-03-08,,26.5,,,,25.678499221801758,,27.889999389648438,,,,25.697662353515625,,26.200000762939453,,,,23.95382308959961,,27.204999923706055,,,,24.43290138244629
2000-03-09,,27.014999389648438,,,,24.528715133666992,,28.0,,,,26.38753318786621,,25.100000381469727,,,,24.183780670166016,,26.959999084472656,,,,26.38753318786621
2000-03-10,,26.125,,,,24.911977767944336,,26.299999237060547,,,,26.828283309936523,,24.80500030517578,,,,24.384992599487305,,25.415000915527344,,,,24.796998977661133
2000-03-13,,25.0,,,,25.27607536315918,,27.450000762939453,,,,25.563520431518555,,25.0,,,,22.90943717956543,,26.9950008392334,,,,23.062742233276367
2000-03-14,,27.549999237060547,,,,23.532236099243164,,28.0,,,,24.911977767944336,,25.600000381469727,,,,22.95734405517578,,26.540000915527344,,,,24.911977767944336
2000-03-15,,27.0,,,,25.87013053894043,,27.0,,,,26.694141387939453,,24.700000762939453,,,,24.911977767944336,,25.985000610351562,,,,25.908456802368164
2000-03-16,,26.200000762939453,,,,26.0617618560791,,26.200000762939453,,,,27.98764991760254,,25.5049991607666,,,,25.678499221801758,,25.69499969482422,,,,27.863088607788086
2000-03-17,,25.69499969482422,,,,27.863088607788086,,25.69499969482422,,,,27.863088607788086,,25.69499969482422,,,,27.863088607788086,,25.69499969482422,,,,27.863088607788086
